Date,Station_Name,Product_Category,Shift,Supervisor,Weekday,Product,Quantity,Unit_Price,Revenue,Month_Name,Month_Number,Quarter,,
10/01/2025,Idimu,Lubricant,Night,Mr John,Friday,Diesel,16892,₦820,"₦13,851,440",January,1,1,,
10/01/2025,Idimu,Lubricant,Night,Mr John,Friday,LPG (kg),2278,₦850,"₦1,936,300",January,1,1,,
11/01/2025,Iwaya,Automotive Fuel,Afternoon,Mr Tunde,Saturday,AGO,13608,₦750,"₦10,206,000",January,1,1,,
11/01/2025,Iwaya,Automotive Fuel,Afternoon,Mr Tunde,Saturday,PMS,26542,₦650,"₦17,252,300",January,1,1,,
11/01/2025,Iwaya,Automotive Fuel,Afternoon,Mr Tunde,Saturday,Lubricant,1228,"₦2,000","₦2,456,000",January,1,1,,
11/01/2025,Iwaya,Automotive Fuel,Afternoon,Mr Tunde,Saturday,Diesel,10665,₦820,"₦8,745,300",January,1,1,,
11/01/2025,Iwaya,Automotive Fuel,Afternoon,Mr Tunde,Saturday,LPG (kg),2567,₦850,"₦2,181,950",January,1,1,,
12/01/2025,Maryland,Cooking Gas,Night,Mr John,Sunday,AGO,13099,₦750,"₦9,824,250",January,1,1,,
12/01/2025,Maryland,Cooking Gas,Night,Mr John,Sunday,PMS,11319,₦650,"₦7,357,350",January,1,1,,
12/01/2025,Maryland,Cooking Gas,Night,Mr John,Sunday,Lubricant,1287,"₦2,000","₦2,574,000",January,1,1,,
12/01/2025,Maryland,Cooking Gas,Night,Mr John,Sunday,Diesel,16818,₦820,"₦13,790,760",January,1,1,,
12/01/2025,Maryland,Cooking Gas,Night,Mr John,Sunday,LPG (kg),1787,₦850,"₦1,518,950",January,1,1,,
13/01/2025,Idimu,Cooking Gas,Night,Mrs Chika,Monday,AGO,9896,₦750,"₦7,422,000",January,1,1,,
13/01/2025,Idimu,Cooking Gas,Night,Mrs Chika,Monday,PMS,21316,₦650,"₦13,855,400",January,1,1,,
13/01/2025,Idimu,Cooking Gas,Night,Mrs Chika,Monday,Lubricant,521,"₦2,000","₦1,042,000",January,1,1,,
13/01/2025,Idimu,Cooking Gas,Night,Mrs Chika,Monday,Diesel,16234,₦820,"₦13,311,880",January,1,1,,
13/01/2025,Idimu,Cooking Gas,Night,Mrs Chika,Monday,LPG (kg),1839,₦850,"₦1,563,150",January,1,1,,
14/01/2025,Iwaya,Lubricant,Night,Mrs Chika,Tuesday,AGO,8241,₦750,"₦6,180,750",January,1,1,,
14/01/2025,Iwaya,Lubricant,Night,Mrs Chika,Tuesday,PMS,26339,₦650,"₦17,120,350",January,1,1,,
14/01/2025,Iwaya,Lubricant,Night,Mrs Chika,Tuesday,Lubricant,734,"₦2,000","₦1,468,000",January,1,1,,
14/01/2025,Iwaya,Lubricant,Night,Mrs Chika,Tuesday,Diesel,16303,₦820,"₦13,368,460",January,1,1,,
14/01/2025,Iwaya,Lubricant,Night,Mrs Chika,Tuesday,LPG (kg),1497,₦850,"₦1,272,450",January,1,1,,
15/01/2025,Maryland,Lubricant,Morning,Mrs Chika,Wednesday,AGO,10455,₦750,"₦7,841,250",January,1,1,,
15/01/2025,Maryland,Lubricant,Morning,Mrs Chika,Wednesday,PMS,19595,₦650,"₦12,736,750",January,1,1,,
15/01/2025,Maryland,Lubricant,Morning,Mrs Chika,Wednesday,Lubricant,1203,"₦2,000","₦2,406,000",January,1,1,,
15/01/2025,Maryland,Lubricant,Morning,Mrs Chika,Wednesday,Diesel,17842,₦820,"₦14,630,440",January,1,1,,
15/01/2025,Maryland,Lubricant,Morning,Mrs Chika,Wednesday,LPG (kg),1416,₦850,"₦1,203,600",January,1,1,,
16/01/2025,Idimu,Automotive Fuel,Morning,Mr John,Thursday,AGO,12836,₦750,"₦9,627,000",January,1,1,,
16/01/2025,Idimu,Automotive Fuel,Morning,Mr John,Thursday,PMS,17980,₦650,"₦11,687,000",January,1,1,,
16/01/2025,Idimu,Automotive Fuel,Morning,Mr John,Thursday,Lubricant,1423,"₦2,000","₦2,846,000",January,1,1,,
16/01/2025,Idimu,Automotive Fuel,Morning,Mr John,Thursday,Diesel,16622,₦820,"₦13,630,040",January,1,1,,
16/01/2025,Idimu,Automotive Fuel,Morning,Mr John,Thursday,LPG (kg),2678,₦850,"₦2,276,300",January,1,1,,
17/01/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Friday,AGO,8552,₦750,"₦6,414,000",January,1,1,,
17/01/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Friday,PMS,18631,₦650,"₦12,110,150",January,1,1,,
17/01/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Friday,Lubricant,924,"₦2,000","₦1,848,000",January,1,1,,
17/01/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Friday,Diesel,16678,₦820,"₦13,675,960",January,1,1,,
17/01/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Friday,LPG (kg),2174,₦850,"₦1,847,900",January,1,1,,
18/01/2025,Maryland,Cooking Gas,Night,Mr John,Saturday,AGO,6630,₦750,"₦4,972,500",January,1,1,,
18/01/2025,Maryland,Cooking Gas,Night,Mr John,Saturday,PMS,11099,₦650,"₦7,214,350",January,1,1,,
18/01/2025,Maryland,Cooking Gas,Night,Mr John,Saturday,Lubricant,1174,"₦2,000","₦2,348,000",January,1,1,,
18/01/2025,Maryland,Cooking Gas,Night,Mr John,Saturday,Diesel,17985,₦820,"₦14,747,700",January,1,1,,
18/01/2025,Maryland,Cooking Gas,Night,Mr John,Saturday,LPG (kg),2140,₦850,"₦1,819,000",January,1,1,,
19/01/2025,Idimu,Cooking Gas,Morning,Mrs Chika,Sunday,AGO,12942,₦750,"₦9,706,500",January,1,1,,
19/01/2025,Idimu,Cooking Gas,Morning,Mrs Chika,Sunday,PMS,20314,₦650,"₦13,204,100",January,1,1,,
19/01/2025,Idimu,Cooking Gas,Morning,Mrs Chika,Sunday,Lubricant,817,"₦2,000","₦1,634,000",January,1,1,,
19/01/2025,Idimu,Cooking Gas,Morning,Mrs Chika,Sunday,Diesel,13487,₦820,"₦11,059,340",January,1,1,,
19/01/2025,Idimu,Cooking Gas,Morning,Mrs Chika,Sunday,LPG (kg),2275,₦850,"₦1,933,750",January,1,1,,
20/01/2025,Iwaya,Lubricant,Afternoon,Mrs Chika,Monday,AGO,14502,₦750,"₦10,876,500",January,1,1,,
20/01/2025,Iwaya,Lubricant,Afternoon,Mrs Chika,Monday,PMS,24333,₦650,"₦15,816,450",January,1,1,,
20/01/2025,Iwaya,Lubricant,Afternoon,Mrs Chika,Monday,Lubricant,1487,"₦2,000","₦2,974,000",January,1,1,,
20/01/2025,Iwaya,Lubricant,Afternoon,Mrs Chika,Monday,Diesel,11816,₦820,"₦9,689,120",January,1,1,,
20/01/2025,Iwaya,Lubricant,Afternoon,Mrs Chika,Monday,LPG (kg),1104,₦850,"₦938,400",January,1,1,,
21/01/2025,Maryland,Automotive Fuel,Afternoon,Mr John,Tuesday,AGO,5799,₦750,"₦4,349,250",January,1,1,,
21/01/2025,Maryland,Automotive Fuel,Afternoon,Mr John,Tuesday,PMS,24167,₦650,"₦15,708,550",January,1,1,,
21/01/2025,Maryland,Automotive Fuel,Afternoon,Mr John,Tuesday,Lubricant,1456,"₦2,000","₦2,912,000",January,1,1,,
21/01/2025,Maryland,Automotive Fuel,Afternoon,Mr John,Tuesday,Diesel,19411,₦820,"₦15,917,020",January,1,1,,
21/01/2025,Maryland,Automotive Fuel,Afternoon,Mr John,Tuesday,LPG (kg),1261,₦850,"₦1,071,850",January,1,1,,
22/01/2025,Idimu,Lubricant,Afternoon,Miss Ada,Wednesday,AGO,12157,₦750,"₦9,117,750",January,1,1,,
22/01/2025,Idimu,Lubricant,Afternoon,Miss Ada,Wednesday,PMS,14364,₦650,"₦9,336,600",January,1,1,,
22/01/2025,Idimu,Lubricant,Afternoon,Miss Ada,Wednesday,Lubricant,637,"₦2,000","₦1,274,000",January,1,1,,
22/01/2025,Idimu,Lubricant,Afternoon,Miss Ada,Wednesday,Diesel,13373,₦820,"₦10,965,860",January,1,1,,
22/01/2025,Idimu,Lubricant,Afternoon,Miss Ada,Wednesday,LPG (kg),1373,₦850,"₦1,167,050",January,1,1,,
23/01/2025,Iwaya,Lubricant,Morning,Miss Ada,Thursday,AGO,14828,₦750,"₦11,121,000",January,1,1,,
23/01/2025,Iwaya,Lubricant,Morning,Miss Ada,Thursday,PMS,29890,₦650,"₦19,428,500",January,1,1,,
23/01/2025,Iwaya,Lubricant,Morning,Miss Ada,Thursday,Lubricant,754,"₦2,000","₦1,508,000",January,1,1,,
23/01/2025,Iwaya,Lubricant,Morning,Miss Ada,Thursday,Diesel,8295,₦820,"₦6,801,900",January,1,1,,
23/01/2025,Iwaya,Lubricant,Morning,Miss Ada,Thursday,LPG (kg),2468,₦850,"₦2,097,800",January,1,1,,
24/01/2025,Maryland,Cooking Gas,Night,Mrs Chika,Friday,AGO,11958,₦750,"₦8,968,500",January,1,1,,
24/01/2025,Maryland,Cooking Gas,Night,Mrs Chika,Friday,PMS,26842,₦650,"₦17,447,300",January,1,1,,
24/01/2025,Maryland,Cooking Gas,Night,Mrs Chika,Friday,Lubricant,574,"₦2,000","₦1,148,000",January,1,1,,
24/01/2025,Maryland,Cooking Gas,Night,Mrs Chika,Friday,Diesel,10779,₦820,"₦8,838,780",January,1,1,,
24/01/2025,Maryland,Cooking Gas,Night,Mrs Chika,Friday,LPG (kg),2778,₦850,"₦2,361,300",January,1,1,,
25/01/2025,Idimu,Automotive Fuel,Morning,Mr Tunde,Saturday,AGO,10119,₦750,"₦7,589,250",January,1,1,,
25/01/2025,Idimu,Automotive Fuel,Morning,Mr Tunde,Saturday,PMS,14699,₦650,"₦9,554,350",January,1,1,,
25/01/2025,Idimu,Automotive Fuel,Morning,Mr Tunde,Saturday,Lubricant,981,"₦2,000","₦1,962,000",January,1,1,,
25/01/2025,Idimu,Automotive Fuel,Morning,Mr Tunde,Saturday,Diesel,13335,₦820,"₦10,934,700",January,1,1,,
25/01/2025,Idimu,Automotive Fuel,Morning,Mr Tunde,Saturday,LPG (kg),1658,₦850,"₦1,409,300",January,1,1,,
26/01/2025,Iwaya,Lubricant,Night,Mr Tunde,Sunday,AGO,10824,₦750,"₦8,118,000",January,1,1,,
26/01/2025,Iwaya,Lubricant,Night,Mr Tunde,Sunday,PMS,15257,₦650,"₦9,917,050",January,1,1,,
26/01/2025,Iwaya,Lubricant,Night,Mr Tunde,Sunday,Lubricant,1061,"₦2,000","₦2,122,000",January,1,1,,
26/01/2025,Iwaya,Lubricant,Night,Mr Tunde,Sunday,Diesel,14004,₦820,"₦11,483,280",January,1,1,,
26/01/2025,Iwaya,Lubricant,Night,Mr Tunde,Sunday,LPG (kg),2466,₦850,"₦2,096,100",January,1,1,,
27/01/2025,Maryland,Lubricant,Night,Mr Tunde,Monday,AGO,11055,₦750,"₦8,291,250",January,1,1,,
27/01/2025,Maryland,Lubricant,Night,Mr Tunde,Monday,PMS,11763,₦650,"₦7,645,950",January,1,1,,
27/01/2025,Maryland,Lubricant,Night,Mr Tunde,Monday,Lubricant,1298,"₦2,000","₦2,596,000",January,1,1,,
27/01/2025,Maryland,Lubricant,Night,Mr Tunde,Monday,Diesel,12169,₦820,"₦9,978,580",January,1,1,,
27/01/2025,Maryland,Lubricant,Night,Mr Tunde,Monday,LPG (kg),1276,₦850,"₦1,084,600",January,1,1,,
28/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Tuesday,AGO,7563,₦750,"₦5,672,250",January,1,1,,
28/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Tuesday,PMS,17729,₦650,"₦11,523,850",January,1,1,,
28/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Tuesday,Lubricant,919,"₦2,000","₦1,838,000",January,1,1,,
28/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Tuesday,Diesel,11787,₦820,"₦9,665,340",January,1,1,,
28/01/2025,Idimu,Cooking Gas,Night,Mr Tunde,Tuesday,LPG (kg),2279,₦850,"₦1,937,150",January,1,1,,
29/01/2025,Iwaya,Lubricant,Morning,Mr John,Wednesday,AGO,8287,₦750,"₦6,215,250",January,1,1,,
29/01/2025,Iwaya,Lubricant,Morning,Mr John,Wednesday,PMS,13155,₦650,"₦8,550,750",January,1,1,,
29/01/2025,Iwaya,Lubricant,Morning,Mr John,Wednesday,Lubricant,1038,"₦2,000","₦2,076,000",January,1,1,,
29/01/2025,Iwaya,Lubricant,Morning,Mr John,Wednesday,Diesel,11296,₦820,"₦9,262,720",January,1,1,,
29/01/2025,Iwaya,Lubricant,Morning,Mr John,Wednesday,LPG (kg),2977,₦850,"₦2,530,450",January,1,1,,
30/01/2025,Maryland,Cooking Gas,Morning,Mrs Chika,Thursday,AGO,5678,₦750,"₦4,258,500",January,1,1,,
30/01/2025,Maryland,Cooking Gas,Morning,Mrs Chika,Thursday,PMS,10088,₦650,"₦6,557,200",January,1,1,,
30/01/2025,Maryland,Cooking Gas,Morning,Mrs Chika,Thursday,Lubricant,977,"₦2,000","₦1,954,000",January,1,1,,
30/01/2025,Maryland,Cooking Gas,Morning,Mrs Chika,Thursday,Diesel,19187,₦820,"₦15,733,340",January,1,1,,
30/01/2025,Maryland,Cooking Gas,Morning,Mrs Chika,Thursday,LPG (kg),2222,₦850,"₦1,888,700",January,1,1,,
31/01/2025,Idimu,Automotive Fuel,Afternoon,Miss Ada,Friday,AGO,7047,₦750,"₦5,285,250",January,1,1,,
31/01/2025,Idimu,Automotive Fuel,Afternoon,Miss Ada,Friday,PMS,27617,₦650,"₦17,951,050",January,1,1,,
31/01/2025,Idimu,Automotive Fuel,Afternoon,Miss Ada,Friday,Lubricant,668,"₦2,000","₦1,336,000",January,1,1,,
31/01/2025,Idimu,Automotive Fuel,Afternoon,Miss Ada,Friday,Diesel,10363,₦820,"₦8,497,660",January,1,1,,
31/01/2025,Idimu,Automotive Fuel,Afternoon,Miss Ada,Friday,LPG (kg),2994,₦850,"₦2,544,900",January,1,1,,
01/02/2025,Iwaya,Lubricant,Night,Mr Tunde,Saturday,AGO,7545,₦750,"₦5,658,750",February,2,1,,
01/02/2025,Iwaya,Lubricant,Night,Mr Tunde,Saturday,PMS,23783,₦650,"₦15,458,950",February,2,1,,
01/02/2025,Iwaya,Lubricant,Night,Mr Tunde,Saturday,Lubricant,1233,"₦2,000","₦2,466,000",February,2,1,,
01/02/2025,Iwaya,Lubricant,Night,Mr Tunde,Saturday,Diesel,14797,₦820,"₦12,133,540",February,2,1,,
01/02/2025,Iwaya,Lubricant,Night,Mr Tunde,Saturday,LPG (kg),2020,₦850,"₦1,717,000",February,2,1,,
02/02/2025,Maryland,Automotive Fuel,Morning,Miss Ada,Sunday,AGO,14118,₦750,"₦10,588,500",February,2,1,,
02/02/2025,Maryland,Automotive Fuel,Morning,Miss Ada,Sunday,PMS,20402,₦650,"₦13,261,300",February,2,1,,
02/02/2025,Maryland,Automotive Fuel,Morning,Miss Ada,Sunday,Lubricant,1310,"₦2,000","₦2,620,000",February,2,1,,
02/02/2025,Maryland,Automotive Fuel,Morning,Miss Ada,Sunday,Diesel,11652,₦820,"₦9,554,640",February,2,1,,
02/02/2025,Maryland,Automotive Fuel,Morning,Miss Ada,Sunday,LPG (kg),1695,₦850,"₦1,440,750",February,2,1,,
03/02/2025,Idimu,Cooking Gas,Afternoon,Mr Tunde,Monday,AGO,8288,₦750,"₦6,216,000",February,2,1,,
03/02/2025,Idimu,Cooking Gas,Afternoon,Mr Tunde,Monday,PMS,28622,₦650,"₦18,604,300",February,2,1,,
03/02/2025,Idimu,Cooking Gas,Afternoon,Mr Tunde,Monday,Lubricant,585,"₦2,000","₦1,170,000",February,2,1,,
03/02/2025,Idimu,Cooking Gas,Afternoon,Mr Tunde,Monday,Diesel,13435,₦820,"₦11,016,700",February,2,1,,
03/02/2025,Idimu,Cooking Gas,Afternoon,Mr Tunde,Monday,LPG (kg),1243,₦850,"₦1,056,550",February,2,1,,
04/02/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Tuesday,AGO,7397,₦750,"₦5,547,750",February,2,1,,
04/02/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Tuesday,PMS,25250,₦650,"₦16,412,500",February,2,1,,
04/02/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Tuesday,Lubricant,869,"₦2,000","₦1,738,000",February,2,1,,
04/02/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Tuesday,Diesel,11468,₦820,"₦9,403,760",February,2,1,,
04/02/2025,Iwaya,Cooking Gas,Morning,Mrs Chika,Tuesday,LPG (kg),1331,₦850,"₦1,131,350",February,2,1,,
05/02/2025,Maryland,Lubricant,Night,Mr Tunde,Wednesday,AGO,12105,₦750,"₦9,078,750",February,2,1,,
05/02/2025,Maryland,Lubricant,Night,Mr Tunde,Wednesday,PMS,19889,₦650,"₦12,927,850",February,2,1,,
05/02/2025,Maryland,Lubricant,Night,Mr Tunde,Wednesday,Lubricant,1417,"₦2,000","₦2,834,000",February,2,1,,
05/02/2025,Maryland,Lubricant,Night,Mr Tunde,Wednesday,Diesel,8496,₦820,"₦6,966,720",February,2,1,,
05/02/2025,Maryland,Lubricant,Night,Mr Tunde,Wednesday,LPG (kg),2762,₦850,"₦2,347,700",February,2,1,,
06/02/2025,Idimu,Cooking Gas,Morning,Mr John,Thursday,AGO,8843,₦750,"₦6,632,250",February,2,1,,
06/02/2025,Idimu,Cooking Gas,Morning,Mr John,Thursday,PMS,26943,₦650,"₦17,512,950",February,2,1,,
06/02/2025,Idimu,Cooking Gas,Morning,Mr John,Thursday,Lubricant,957,"₦2,000","₦1,914,000",February,2,1,,
06/02/2025,Idimu,Cooking Gas,Morning,Mr John,Thursday,Diesel,16315,₦820,"₦13,378,300",February,2,1,,
06/02/2025,Idimu,Cooking Gas,Morning,Mr John,Thursday,LPG (kg),1118,₦850,"₦950,300",February,2,1,,
07/02/2025,Iwaya,Automotive Fuel,Afternoon,Mrs Chika,Friday,AGO,11467,₦750,"₦8,600,250",February,2,1,,
07/02/2025,Iwaya,Automotive Fuel,Afternoon,Mrs Chika,Friday,PMS,10924,₦650,"₦7,100,600",February,2,1,,
07/02/2025,Iwaya,Automotive Fuel,Afternoon,Mrs Chika,Friday,Lubricant,1193,"₦2,000","₦2,386,000",February,2,1,,
07/02/2025,Iwaya,Automotive Fuel,Afternoon,Mrs Chika,Friday,Diesel,18177,₦820,"₦14,905,140",February,2,1,,
07/02/2025,Iwaya,Automotive Fuel,Afternoon,Mrs Chika,Friday,LPG (kg),2777,₦850,"₦2,360,450",February,2,1,,
08/02/2025,Maryland,Automotive Fuel,Morning,Mrs Chika,Saturday,AGO,11774,₦750,"₦8,830,500",February,2,1,,
08/02/2025,Maryland,Automotive Fuel,Morning,Mrs Chika,Saturday,PMS,12632,₦650,"₦8,210,800",February,2,1,,
08/02/2025,Maryland,Automotive Fuel,Morning,Mrs Chika,Saturday,Lubricant,505,"₦2,000","₦1,010,000",February,2,1,,
08/02/2025,Maryland,Automotive Fuel,Morning,Mrs Chika,Saturday,Diesel,10240,₦820,"₦8,396,800",February,2,1,,
08/02/2025,Maryland,Automotive Fuel,Morning,Mrs Chika,Saturday,LPG (kg),2203,₦850,"₦1,872,550",February,2,1,,
09/02/2025,Idimu,Cooking Gas,Morning,Mrs Chika,Sunday,AGO,13519,₦750,"₦10,139,250",February,2,1,,
09/02/2025,Idimu,Cooking Gas,Morning,Mrs Chika,Sunday,PMS,28399,₦650,"₦18,459,350",February,2,1,,
09/02/2025,Idimu,Cooking Gas,Morning,Mrs Chika,Sunday,Lubricant,1299,"₦2,000","₦2,598,000",February,2,1,,
09/02/2025,Idimu,Cooking Gas,Morning,Mrs Chika,Sunday,Diesel,19837,₦820,"₦16,266,340",February,2,1,,
09/02/2025,Idimu,Cooking Gas,Morning,Mrs Chika,Sunday,LPG (kg),2700,₦850,"₦2,295,000",February,2,1,,
10/02/2025,Iwaya,Lubricant,Night,Mrs Chika,Monday,AGO,9453,₦750,"₦7,089,750",February,2,1,,
10/02/2025,Iwaya,Lubricant,Night,Mrs Chika,Monday,PMS,28582,₦650,"₦18,578,300",February,2,1,,
10/02/2025,Iwaya,Lubricant,Night,Mrs Chika,Monday,Lubricant,708,"₦2,000","₦1,416,000",February,2,1,,
10/02/2025,Iwaya,Lubricant,Night,Mrs Chika,Monday,Diesel,18544,₦820,"₦15,206,080",February,2,1,,
10/02/2025,Iwaya,Lubricant,Night,Mrs Chika,Monday,LPG (kg),1627,₦850,"₦1,382,950",February,2,1,,
11/02/2025,Maryland,Lubricant,Morning,Miss Ada,Tuesday,AGO,12797,₦750,"₦9,597,750",February,2,1,,
11/02/2025,Maryland,Lubricant,Morning,Miss Ada,Tuesday,PMS,22412,₦650,"₦14,567,800",February,2,1,,
11/02/2025,Maryland,Lubricant,Morning,Miss Ada,Tuesday,Lubricant,1018,"₦2,000","₦2,036,000",February,2,1,,
11/02/2025,Maryland,Lubricant,Morning,Miss Ada,Tuesday,Diesel,18254,₦820,"₦14,968,280",February,2,1,,
11/02/2025,Maryland,Lubricant,Morning,Miss Ada,Tuesday,LPG (kg),2576,₦850,"₦2,189,600",February,2,1,,
12/02/2025,Idimu,Lubricant,Morning,Miss Ada,Wednesday,AGO,11093,₦750,"₦8,319,750",February,2,1,,
12/02/2025,Idimu,Lubricant,Morning,Miss Ada,Wednesday,PMS,10660,₦650,"₦6,929,000",February,2,1,,
12/02/2025,Idimu,Lubricant,Morning,Miss Ada,Wednesday,Lubricant,1187,"₦2,000","₦2,374,000",February,2,1,,
12/02/2025,Idimu,Lubricant,Morning,Miss Ada,Wednesday,Diesel,10523,₦820,"₦8,628,860",February,2,1,,
12/02/2025,Idimu,Lubricant,Morning,Miss Ada,Wednesday,LPG (kg),1576,₦850,"₦1,339,600",February,2,1,,
13/02/2025,Iwaya,Automotive Fuel,Morning,Mr John,Thursday,AGO,12490,₦750,"₦9,367,500",February,2,1,,
13/02/2025,Iwaya,Automotive Fuel,Morning,Mr John,Thursday,PMS,11182,₦650,"₦7,268,300",February,2,1,,
13/02/2025,Iwaya,Automotive Fuel,Morning,Mr John,Thursday,Lubricant,1095,"₦2,000","₦2,190,000",February,2,1,,
13/02/2025,Iwaya,Automotive Fuel,Morning,Mr John,Thursday,Diesel,18252,₦820,"₦14,966,640",February,2,1,,
13/02/2025,Iwaya,Automotive Fuel,Morning,Mr John,Thursday,LPG (kg),1309,₦850,"₦1,112,650",February,2,1,,
14/02/2025,Maryland,Automotive Fuel,Morning,Mrs Chika,Friday,AGO,14491,₦750,"₦10,868,250",February,2,1,,
14/02/2025,Maryland,Automotive Fuel,Morning,Mrs Chika,Friday,PMS,12315,₦650,"₦8,004,750",February,2,1,,
14/02/2025,Maryland,Automotive Fuel,Morning,Mrs Chika,Friday,Lubricant,1355,"₦2,000","₦2,710,000",February,2,1,,
14/02/2025,Maryland,Automotive Fuel,Morning,Mrs Chika,Friday,Diesel,9027,₦820,"₦7,402,140",February,2,1,,
14/02/2025,Maryland,Automotive Fuel,Morning,Mrs Chika,Friday,LPG (kg),2744,₦850,"₦2,332,400",February,2,1,,
15/02/2025,Idimu,Cooking Gas,Morning,Miss Ada,Saturday,AGO,12875,₦750,"₦9,656,250",February,2,1,,
15/02/2025,Idimu,Cooking Gas,Morning,Miss Ada,Saturday,PMS,18664,₦650,"₦12,131,600",February,2,1,,
15/02/2025,Idimu,Cooking Gas,Morning,Miss Ada,Saturday,Lubricant,1248,"₦2,000","₦2,496,000",February,2,1,,
15/02/2025,Idimu,Cooking Gas,Morning,Miss Ada,Saturday,Diesel,9616,₦820,"₦7,885,120",February,2,1,,
15/02/2025,Idimu,Cooking Gas,Morning,Miss Ada,Saturday,LPG (kg),2735,₦850,"₦2,324,750",February,2,1,,
16/02/2025,Iwaya,Automotive Fuel,Morning,Miss Ada,Sunday,AGO,5635,₦750,"₦4,226,250",February,2,1,,
16/02/2025,Iwaya,Automotive Fuel,Morning,Miss Ada,Sunday,PMS,11112,₦650,"₦7,222,800",February,2,1,,
16/02/2025,Iwaya,Automotive Fuel,Morning,Miss Ada,Sunday,Lubricant,1140,"₦2,000","₦2,280,000",February,2,1,,
16/02/2025,Iwaya,Automotive Fuel,Morning,Miss Ada,Sunday,Diesel,12572,₦820,"₦10,309,040",February,2,1,,
16/02/2025,Iwaya,Automotive Fuel,Morning,Miss Ada,Sunday,LPG (kg),2576,₦850,"₦2,189,600",February,2,1,,
17/02/2025,Maryland,Automotive Fuel,Night,Miss Ada,Monday,AGO,6386,₦750,"₦4,789,500",February,2,1,,
17/02/2025,Maryland,Automotive Fuel,Night,Miss Ada,Monday,PMS,16186,₦650,"₦10,520,900",February,2,1,,
17/02/2025,Maryland,Automotive Fuel,Night,Miss Ada,Monday,Lubricant,555,"₦2,000","₦1,110,000",February,2,1,,
17/02/2025,Maryland,Automotive Fuel,Night,Miss Ada,Monday,Diesel,9145,₦820,"₦7,498,900",February,2,1,,
17/02/2025,Maryland,Automotive Fuel,Night,Miss Ada,Monday,LPG (kg),2478,₦850,"₦2,106,300",February,2,1,,
18/02/2025,Idimu,Automotive Fuel,Afternoon,Mr Tunde,Tuesday,AGO,11541,₦750,"₦8,655,750",February,2,1,,
18/02/2025,Idimu,Automotive Fuel,Afternoon,Mr Tunde,Tuesday,PMS,22575,₦650,"₦14,673,750",February,2,1,,
18/02/2025,Idimu,Automotive Fuel,Afternoon,Mr Tunde,Tuesday,Lubricant,1312,"₦2,000","₦2,624,000",February,2,1,,
18/02/2025,Idimu,Automotive Fuel,Afternoon,Mr Tunde,Tuesday,Diesel,14760,₦820,"₦12,103,200",February,2,1,,
18/02/2025,Idimu,Automotive Fuel,Afternoon,Mr Tunde,Tuesday,LPG (kg),1002,₦850,"₦851,700",February,2,1,,
19/02/2025,Iwaya,Cooking Gas,Afternoon,Mrs Chika,Wednesday,AGO,6054,₦750,"₦4,540,500",February,2,1,,
19/02/2025,Iwaya,Cooking Gas,Afternoon,Mrs Chika,Wednesday,PMS,24618,₦650,"₦16,001,700",February,2,1,,
19/02/2025,Iwaya,Cooking Gas,Afternoon,Mrs Chika,Wednesday,Lubricant,1415,"₦2,000","₦2,830,000",February,2,1,,
19/02/2025,Iwaya,Cooking Gas,Afternoon,Mrs Chika,Wednesday,Diesel,15617,₦820,"₦12,805,940",February,2,1,,
19/02/2025,Iwaya,Cooking Gas,Afternoon,Mrs Chika,Wednesday,LPG (kg),1001,₦850,"₦850,850",February,2,1,,
20/02/2025,Maryland,Lubricant,Night,Mrs Chika,Thursday,AGO,11105,₦750,"₦8,328,750",February,2,1,,
20/02/2025,Maryland,Lubricant,Night,Mrs Chika,Thursday,PMS,20489,₦650,"₦13,317,850",February,2,1,,
20/02/2025,Maryland,Lubricant,Night,Mrs Chika,Thursday,Lubricant,1247,"₦2,000","₦2,494,000",February,2,1,,
20/02/2025,Maryland,Lubricant,Night,Mrs Chika,Thursday,Diesel,10678,₦820,"₦8,755,960",February,2,1,,
20/02/2025,Maryland,Lubricant,Night,Mrs Chika,Thursday,LPG (kg),2638,₦850,"₦2,242,300",February,2,1,,
21/02/2025,Idimu,Lubricant,Morning,Miss Ada,Friday,AGO,7568,₦750,"₦5,676,000",February,2,1,,
21/02/2025,Idimu,Lubricant,Morning,Miss Ada,Friday,PMS,26981,₦650,"₦17,537,650",February,2,1,,
21/02/2025,Idimu,Lubricant,Morning,Miss Ada,Friday,Lubricant,1050,"₦2,000","₦2,100,000",February,2,1,,
21/02/2025,Idimu,Lubricant,Morning,Miss Ada,Friday,Diesel,9288,₦820,"₦7,616,160",February,2,1,,
